Timestamp_ms,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ
20458, -1226, 961, 384, -3996, -1228, 14532
20468, -696, 1219, 508, -4072, -1268, 14832
20478, -93, 1590, 657, -4112, -1324, 14456
20488, 360, 1610, 741, -4176, -1292, 14312
20498, 584, 1358, 734, -4052, -1220, 14036
20508, 502, 1020, 570, -3988, -1092, 13928
20518, 346, 652, 441, -4008, -1140, 13804
20528, 218, 536, 383, -3956, -1020, 14056
20538, 203, 360, 274, -4104, -1036, 14556
20548, 274, 384, 265, -3964, -860, 14516
20558, 409, -15, 373, -4008, -496, 14448
20568, 415, -528, 417, -4040, -580, 14196
20578, 216, -833, 367, -4020, -708, 14188
20588, 96, -659, 325, -3952, -808, 13960
20598, -47, -399, 340, -3760, -744, 13952
20608, -322, -408, 392, -3936, -480, 14048
20618, -721, -495, 406, -3760, -440, 14276
20628, -828, -986, 477, -4028, -752, 14260
20638, -608, -1355, 548, -3920, -964, 14448
20648, -289, -1478, 593, -3872, -968, 14416
20658, -107, -1820, 612, -3836, -960, 14312
20668, 61, -2223, 564, -3788, -944, 13900
20678, 222, -2838, 545, -3644, -872, 13712
20688, 405, -3349, 565, -3712, -920, 13884
20698, 620, -3452, 550, -3572, -1008, 13836
20708, 829, -3776, 582, -3428, -624, 14192
20718, 967, -4542, 602, -3628, -588, 14416
20728, 1251, -5331, 621, -3424, -764, 14352
20738, 1604, -5962, 676, -3204, -672, 14144
20748, 1834, -6771, 679, -3164, -328, 14540
20758, 1703, -7322, 664, -2752, -168, 14492
20768, 1532, -7386, 640, -2508, -272, 14468
20778, 1327, -6988, 537, -2396, -676, 14336
20788, 1126, -6193, 389, -2476, -780, 14396
20798, 809, -5518, 194, -2316, -572, 14456
20808, 130, -5135, 51, -1824, 16, 14408
20818, -722, -4616, 83, -1732, 316, 14532
20828, -1557, -4498, 122, -2076, 136, 14560
20838, -2143, -4443, 156, -2112, -512, 14536
20848, -2286, -3998, 162, -2148, -868, 14740
20858, -1967, -3379, 211, -1876, -1228, 15764
20868, -1274, -3009, 256, -2184, -984, 16180
20878, -503, -2561, 250, -1896, -1020, 16248
20888, 177, -2114, 223, -2228, -1068, 16128
20898, 544, -2093, 237, -1736, -804, 15660
20908, 564, -1851, 192, -1496, -740, 15360
20918, 457, -1704, 105, -1532, -604, 14964
20928, 97, -1521, 11, -1532, -504, 14904
20938, -373, -1216, -154, -1464, -656, 14656
20948, -864, -1061, -341, -1716, -668, 14364
20958, -1465, -1393, -526, -1684, -656, 14476
20968, -1882, -1904, -656, -2596, -636, 15116
20978, -1849, -2948, -665, -1344, -764, 15324
20988, -1247, -3099, -618, -1640, -836, 15984
20998, -100, -3058, -447, -1760, -996, 16776
21008, 1252, -2602, -336, -1292, -1124, 16540
21018, 1804, -497, -320, -940, -920, 16036
21028, 1440, 1445, -437, -864, -360, 15860
21038, 890, 1825, -380, -920, 256, 16364
21048, 228, 1449, -286, -816, 528, 16096
21058, -342, 903, -246, -1000, 432, 15548
21068, -628, 490, -162, -1004, -124, 15008
21078, -728, 608, -139, -948, -464, 14892
21088, -652, 875, -153, -1080, -520, 14528
21098, -495, 1124, -142, -1064, -508, 14512
21108, -275, 1466, -114, -1196, -380, 14436
21118, -114, 1219, -104, -1272, -392, 14596
21128, 69, 1338, -100, -1256, -448, 14528
21138, 260, 1690, -35, -1216, -512, 14740
21148, 827, 1865, 30, -1232, -620, 15484
21158, 1119, 173, -109, -2556, 44, 18228
21168, 254, -439, -329, -1548, 40, 15940
21178, 91, -399, -286, -1224, -420, 15416
21188, 15, -115, -258, -1292, -256, 15332
21198, -77, -193, -233, -1536, -332, 15236
21208, -92, -547, -257, -1264, -432, 15072
21218, -31, -744, -203, -1220, -260, 14968
21228, -4, -1009, -183, -1244, -392, 15040
21238, 6, -1145, -202, -1176, -492, 14904
21248, 17, -1377, -162, -1196, -320, 14952
21258, -9, -1804, -142, -1236, -352, 15056
21268, 17, -1901, -143, -1016, -408, 15204
21278, -42, -1673, -108, -1012, -292, 15444
21288, -54, -1462, -42, -848, -104, 15164
21298, -46, -1230, -9, -728, -176, 15164
21308, -84, -962, -10, -912, -116, 15356
21318, -168, -745, -73, -888, -160, 15196
21328, -117, -520, -115, -944, -300, 15224
21338, -100, -639, -197, -888, -156, 15008
21348, -103, -735, -316, -768, -228, 15036
21358, -100, -806, -445, -868, -308, 15216
21368, -89, -658, -540, -864, -340, 15032
21378, -72, -461, -622, -524, -328, 15212
21388, -216, -40, -512, -1144, -612, 15252
21398, -347, -190, 34, -504, 4, 15288
21408, -324, 44, 64, -1016, -256, 15260
21418, -316, 61, 69, -860, -268, 15272
21428, -293, 87, 24, -724, -272, 15140
21438, -245, 129, -12, -828, -304, 15104
21448, -259, 160, -50, -796, -320, 15068
21458, -251, 177, -71, -888, -308, 15300
21468, -239, 167, -174, -964, -516, 15104
21478, -222, 213, -250, -720, -604, 15336
21488, -290, 189, -267, -656, -424, 15116
21498, -323, 160, -205, -728, -300, 15408
21508, -357, 150, -234, -868, -152, 14988
21518, -358, 162, -177, -896, -88, 15044
21528, -289, 127, -169, -992, -136, 15136
21538, -212, 13, -315, -1364, -496, 14712
21548, -280, 355, -286, -464, 128, 15580
21558, -383, 87, -93, -852, 280, 15172
21568, -447, 75, 10, -808, -160, 15264
21578, -432, 85, 62, -904, -260, 15200
21588, -432, 172, 105, -728, -228, 15020
21598, -439, 202, 95, -836, -156, 15108
21608, -411, 165, 105, -936, -296, 15056
21618, -361, 216, 109, -908, -268, 15024
21628, -363, 231, 112, -872, -264, 14944
21638, -349, 254, 195, -740, -308, 15160
21648, -404, 224, 267, -828, -276, 15176
21658, -481, 185, 328, -676, -292, 15120
21668, -490, 185, 369, -832, -228, 15252
21678, -501, 194, 373, -928, -176, 15176
21688, -490, 194, 333, -1004, -244, 15104
21698, -474, 162, 309, -888, -268, 15048
21708, -436, 126, 254, -872, -264, 15064
21718, -366, 112, 223, -1004, -280, 15060
21728, -346, 122, 219, -932, -264, 14996
21738, -347, 70, 168, -1012, -296, 15224
21748, -382, 64, 144, -892, -220, 15196
21758, -399, 147, 163, -824, -248, 15152
21768, -404, 145, 139, -920, -196, 15144
21778, -383, 234, 132, -836, -196, 15120
21788, -355, 273, 155, -872, -216, 15228
21798, -388, 318, 176, -1008, -196, 15052
21808, -369, 293, 104, -904, -240, 15216
21818, -329, 283, 110, -940, -320, 15080
21828, -315, 191, 149, -972, -272, 15172
21838, -322, 232, 115, -796, -236, 15048
21848, -305, 215, 102, -872, -276, 15068
21858, -316, 221, 108, -876, -208, 15136
21868, -344, 138, 116, -860, -216, 15008
21878, -381, 228, 124, -840, -280, 15136
21888, -414, 182, 158, -936, -248, 15244
21898, -392, 205, 174, -936, -288, 15152
21908, -404, 264, 195, -996, -176, 15028
21918, -375, 80, 223, -876, -144, 15044
21928, -361, 18, 232, -880, -220, 14916
21938, -364, 141, 229, -1012, -212, 15092
21948, -393, 309, 244, -876, -216, 15208
21958, -383, 521, 208, -896, -272, 15144
21968, -409, 856, 217, -792, -252, 15324
21978, -428, 1087, 205, -932, -320, 15008
21988, -406, 1218, 191, -996, -200, 15160
21998, -425, 1339, 225, -996, -192, 15188
22008, -468, 1242, 259, -908, -288, 15008
22018, -458, 1328, 319, -872, -280, 15108
22028, -479, 1499, 306, -1040, -260, 15140
22038, -497, 1695, 304, -992, -208, 15184
22048, -495, 1886, 295, -1212, -296, 15208
22058, -528, 2209, 276, -968, -276, 15312
22068, -570, 2767, 298, -1120, -188, 15264
22078, -624, 3299, 281, -1388, -332, 15348
22088, -629, 4203, 246, -1268, -272, 15472
22098, -708, 5126, 168, -1252, -224, 15408
22108, -710, 5811, 112, -1272, -256, 15120
22118, -695, 5541, 116, -1804, -376, 14988
22128, -594, 4603, 129, -1912, -384, 14660
22138, -500, 3732, 171, -2144, -280, 14916
22148, -431, 3985, 110, -1752, -208, 15116
22158, -297, 5074, 41, -1948, -348, 15832
22168, -234, 5943, -33, -2088, -276, 15256
22178, -215, 6123, -32, -2372, -220, 14988
22188, -237, 5909, -67, -2420, -296, 14716
22198, -272, 5382, 8, -2560, -220, 14576
22208, -257, 4850, 42, -2668, -320, 14540
22218, -306, 4351, 75, -2844, -244, 15016
22228, -274, 4434, 116, -2764, -216, 14868
22238, -278, 4470, 88, -2924, -236, 14824
22248, -264, 4214, 75, -3172, -248, 14600
22258, -263, 3749, 43, -3300, -188, 14516
22268, -272, 3345, 53, -3224, -228, 14604
22278, -248, 3288, 53, -3248, -220, 14760
22288, -232, 3310, 30, -3340, -152, 14680
22298, -198, 3656, 18, -3244, -260, 14920
22308, -254, 4234, 4, -3296, -304, 15184
22318, -255, 5369, -58, -3312, -252, 15404
22328, -242, 6954, -75, -3304, -44, 15536
22338, -166, 8373, -144, -3616, -252, 15036
22348, -165, 8718, -184, -3932, -288, 14568
22358, -167, 8113, -232, -4404, -360, 14064
22368, -196, 8172, -171, -3940, -360, 14280
22378, -89, 7334, -160, -4560, -92, 13340
22388, -131, 4652, -42, -5248, -508, 12804
22398, -224, 1676, 39, -5292, -464, 12852
22408, -306, -888, 173, -5152, -360, 13292
22418, -361, -2663, 283, -4888, -368, 13532
22428, -327, -4025, 211, -4944, -504, 13520
22438, -426, -5580, 278, -4844, -372, 13740
22448, -473, -6377, 343, -4440, -440, 14000
22458, -473, -6686, 383, -4240, -252, 14376
22468, -518, -6679, 453, -4108, -240, 14724
22478, -505, -6428, 473, -3856, -272, 14596
22488, -496, -6106, 468, -3708, -256, 14732
22498, -519, -5596, 447, -3588, -232, 14928
22508, -491, -4994, 436, -3456, -256, 15096
22518, -476, -4374, 393, -3328, -408, 14832
22528, -498, -3819, 378, -3176, -332, 15092
22538, -496, -2955, 357, -2964, -220, 15092
22548, -478, -1845, 325, -3032, -216, 15324
22558, -422, -958, 236, -3204, -280, 15104
22568, -407, -671, 198, -3172, -280, 14884
22578, -414, -880, 170, -3296, -300, 14536
22588, -398, -1337, 202, -3332, -316, 14396
22598, -415, -1897, 229, -3368, -292, 14372
22608, -442, -2516, 250, -3260, -244, 14556
22618, -429, -3256, 258, -3232, -216, 14340
22628, -483, -4282, 237, -3184, -348, 14276
22638, -524, -5573, 282, -3084, -368, 14248
22648, -511, -6462, 288, -2752, -308, 14524
22658, -510, -6892, 293, -2608, -284, 14812
22668, -483, -6977, 253, -2316, -356, 14716
22678, -443, -7053, 287, -2104, -244, 15020
22688, -410, -6478, 324, -1772, -316, 15480
22698, -255, -4175, 253, -1548, -356, 16332
22708, -253, -1651, 138, -1496, -236, 16052
22718, -312, -1082, 114, -1864, -364, 14948
22728, -278, -1865, 126, -2040, -292, 14748
22738, -194, -2423, 129, -1968, -292, 14800
22748, -128, -2467, 116, -1748, -220, 15068
22758, -107, -2641, 129, -1728, -288, 14992
22768, -137, -2837, 117, -1540, -224, 15180
22778, -129, -2638, 100, -1520, -144, 15084
22788, -124, -2514, 52, -1440, -208, 15248
22798, -136, -2346, 28, -1368, -208, 15264
22808, -160, -2383, -12, -1568, -224, 15220
22818, -141, -2539, -12, -1356, -204, 14920
22828, -169, -2412, 25, -1332, -268, 15140
22838, -158, -2377, 11, -1196, -184, 14980
22848, -216, -2405, 48, -1196, -48, 15156
22858, -166, -1930, 35, -1016, -356, 15088
22868, -175, -1555, 26, -1120, -396, 15216
22878, -216, -1261, 5, -1076, -312, 15212
22888, -183, -1092, -23, -1100, -448, 15124
22898, -172, -1276, -24, -1064, -168, 15080
22908, -157, -1503, -49, -928, -196, 15200
22918, -146, -1451, -106, -800, 20, 15200
22928, -151, -1064, -133, -876, -240, 15360
22938, -212, -523, -191, -812, -232, 15396
22948, -234, -238, -188, -720, -268, 15208
22958, -253, -86, -203, -1016, -164, 15292
22968, -272, -11, -174, -932, -168, 15300
22978, -279, 67, -178, -932, -148, 15124
22988, -286, 61, -180, -864, -144, 15196
22998, -294, 82, -193, -800, -236, 15160
23008, -292, 104, -201, -744, -188, 15228
23018, -286, 103, -146, -904, -188, 15052
23028, -314, 115, -127, -868, -136, 15092
23038, -347, 93, -105, -876, -204, 15172
23048, -329, 102, -72, -980, -208, 15104
23058, -343, 69, -54, -872, -152, 15068
23068, -324, 50, -54, -820, -168, 15160
23078, -332, 60, -63, -816, -232, 15100
23088, -346, 56, -28, -784, -188, 15108
23098, -337, 72, 26, -772, -176, 15048
23108, -358, 96, 48, -844, -228, 15128
23118, -371, 70, 75, -840, -208, 15324
23128, -370, 74, 126, -908, -224, 15188
23138, -388, 27, 170, -812, -220, 15232
23148, -410, 28, 228, -820, -160, 15216
23158, -419, 7, 274, -868, -232, 15124
23168, -433, -15, 286, -836, -208, 15048
23178, -420, -74, 316, -928, -160, 15076
23188, -477, -87, 333, -816, -196, 15204
23198, -491, -86, 346, -792, -224, 15164
23208, -483, -78, 387, -776, -224, 15132
23218, -462, -48, 422, -748, -152, 15132
23228, -499, -126, 400, -768, -196, 15184
23238, -485, -150, 442, -860, -152, 15108
23248, -482, -182, 434, -764, -220, 15124
23258, -465, -114, 431, -820, -372, 15148
23268, -411, -4, 358, -752, -188, 14956
23278, -389, 34, 286, -912, -248, 15064
23288, -386, 41, 220, -812, -236, 15104
23298, -402, 61, 183, -808, -184, 15020
23308, -361, 109, 191, -828, -100, 15108
23318, -357, 193, 194, -824, -264, 15072
23328, -307, 275, 157, -752, -224, 15160
23338, -305, 284, 143, -816, -172, 15172
23348, -335, 197, 132, -808, -244, 15172
23358, -309, 243, 125, -724, -192, 15100
23368, -313, 260, 133, -760, -244, 15108
23378, -301, 280, 138, -888, -92, 15180
23388, -320, 290, 154, -852, -188, 15140
23398, -286, 283, 169, -836, -376, 15192
23408, -291, 307, 173, -900, -204, 15040
23418, -335, 129, 121, -808, -244, 15064
23428, -350, 114, 97, -840, -132, 15104
23438, -361, 108, 116, -968, -188, 15192
23448, -371, 139, 144, -876, -180, 15164
23458, -353, 153, 112, -848, -228, 15284
23468, -330, 150, 150, -848, -152, 15112
23478, -322, 191, 139, -856, -204, 14948
23488, -309, 201, 127, -892, -208, 15052
23498, -324, 203, 121, -828, -248, 15244
23508, -298, 205, 114, -860, -232, 15092
23518, -330, 188, 119, -840, -156, 15148
23528, -343, 171, 104, -768, -228, 15240
23538, -336, 168, 87, -832, -176, 15200
23548, -353, 163, 93, -732, -200, 14964
23558, -321, 158, 119, -804, -176, 15276
23568, -335, 174, 106, -916, -264, 15056
23578, -324, 186, 137, -856, -236, 15116
23588, -316, 179, 118, -796, -164, 15104
23598, -319, 175, 124, -880, -164, 15104
23608, -337, 196, 128, -840, -192, 15268
23618, -319, 191, 133, -912, -232, 15172
23628, -306, 200, 107, -896, -268, 14928
23638, -319, 194, 119, -880, -128, 15152
23648, -327, 189, 106, -860, -144, 15116
23658, -329, 211, 104, -860, -144, 15224
23668, -362, 197, 84, -784, -204, 15092
23678, -329, 178, 90, -980, -224, 15172
23688, -319, 202, 45, -792, -180, 15212
23698, -342, 181, 54, -976, -212, 15152
23708, -313, 174, 36, -884, -160, 15328
23718, -347, 147, 26, -872, -164, 15144
23728, -331, 135, 69, -888, -256, 15192
23738, -332, 145, 52, -848, -200, 15032
23748, -322, 147, 42, -800, -164, 14988
23758, -346, 149, 37, -868, -236, 15168
23768, -331, 128, 43, -816, -232, 15284
23778, -342, 143, 34, -796, -208, 15164
23788, -330, 135, 40, -852, -196, 15024
23798, -333, 153, 35, -864, -176, 15160
23808, -327, 177, 65, -864, -172, 15084
23818, -347, 172, 73, -808, -200, 15096
